date,store,product,category,is_perishable,units_sold,units_ordered,units_wasted
2024-11-23,Oslo Vest,Hermetiske bønner,Tørrvarer,False,35,35,0
2024-11-24,Oslo Vest,Hermetiske bønner,Tørrvarer,False,29,29,0
2024-11-25,Oslo Vest,Hermetiske bønner,Tørrvarer,False,32,32,0
2024-11-26,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2024-11-27,Oslo Vest,Hermetiske bønner,Tørrvarer,False,30,30,0
2024-11-28,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2024-11-29,Oslo Vest,Hermetiske bønner,Tørrvarer,False,45,45,0
2024-11-30,Oslo Vest,Hermetiske bønner,Tørrvarer,False,31,31,0
2024-12-01,Oslo Vest,Hermetiske bønner,Tørrvarer,False,29,29,0
2024-12-02,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2024-12-03,Oslo Vest,Hermetiske bønner,Tørrvarer,False,26,26,0
2024-12-04,Oslo Vest,Hermetiske bønner,Tørrvarer,False,33,33,0
2024-12-05,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2024-12-06,Oslo Vest,Hermetiske bønner,Tørrvarer,False,46,46,0
2024-12-07,Oslo Vest,Hermetiske bønner,Tørrvarer,False,35,35,0
2024-12-08,Oslo Vest,Hermetiske bønner,Tørrvarer,False,31,31,0
2024-12-09,Oslo Vest,Hermetiske bønner,Tørrvarer,False,29,29,0
2024-12-10,Oslo Vest,Hermetiske bønner,Tørrvarer,False,29,29,0
2024-12-11,Oslo Vest,Hermetiske bønner,Tørrvarer,False,21,21,0
2024-12-12,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2024-12-13,Oslo Vest,Hermetiske bønner,Tørrvarer,False,42,42,0
2024-12-14,Oslo Vest,Hermetiske bønner,Tørrvarer,False,33,33,0
2024-12-15,Oslo Vest,Hermetiske bønner,Tørrvarer,False,28,28,0
2024-12-16,Oslo Vest,Hermetiske bønner,Tørrvarer,False,21,21,0
2024-12-17,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2024-12-18,Oslo Vest,Hermetiske bønner,Tørrvarer,False,32,32,0
2024-12-19,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2024-12-20,Oslo Vest,Hermetiske bønner,Tørrvarer,False,39,39,0
2024-12-21,Oslo Vest,Hermetiske bønner,Tørrvarer,False,37,37,0
2024-12-22,Oslo Vest,Hermetiske bønner,Tørrvarer,False,26,26,0
2024-12-23,Oslo Vest,Hermetiske bønner,Tørrvarer,False,26,26,0
2024-12-24,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2024-12-25,Oslo Vest,Hermetiske bønner,Tørrvarer,False,26,26,0
2024-12-26,Oslo Vest,Hermetiske bønner,Tørrvarer,False,31,31,0
2024-12-27,Oslo Vest,Hermetiske bønner,Tørrvarer,False,33,33,0
2024-12-28,Oslo Vest,Hermetiske bønner,Tørrvarer,False,45,45,0
2024-12-29,Oslo Vest,Hermetiske bønner,Tørrvarer,False,29,29,0
2024-12-30,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2024-12-31,Oslo Vest,Hermetiske bønner,Tørrvarer,False,32,32,0
2025-01-01,Oslo Vest,Hermetiske bønner,Tørrvarer,False,30,30,0
2025-01-02,Oslo Vest,Hermetiske bønner,Tørrvarer,False,21,21,0
2025-01-03,Oslo Vest,Hermetiske bønner,Tørrvarer,False,30,30,0
2025-01-04,Oslo Vest,Hermetiske bønner,Tørrvarer,False,35,35,0
2025-01-05,Oslo Vest,Hermetiske bønner,Tørrvarer,False,21,21,0
2025-01-06,Oslo Vest,Hermetiske bønner,Tørrvarer,False,36,36,0
2025-01-07,Oslo Vest,Hermetiske bønner,Tørrvarer,False,31,31,0
2025-01-08,Oslo Vest,Hermetiske bønner,Tørrvarer,False,28,28,0
2025-01-09,Oslo Vest,Hermetiske bønner,Tørrvarer,False,26,26,0
2025-01-10,Oslo Vest,Hermetiske bønner,Tørrvarer,False,33,33,0
2025-01-11,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-01-12,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-01-13,Oslo Vest,Hermetiske bønner,Tørrvarer,False,36,36,0
2025-01-14,Oslo Vest,Hermetiske bønner,Tørrvarer,False,34,34,0
2025-01-15,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-01-16,Oslo Vest,Hermetiske bønner,Tørrvarer,False,31,31,0
2025-01-17,Oslo Vest,Hermetiske bønner,Tørrvarer,False,39,39,0
2025-01-18,Oslo Vest,Hermetiske bønner,Tørrvarer,False,39,39,0
2025-01-19,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-01-20,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-01-21,Oslo Vest,Hermetiske bønner,Tørrvarer,False,33,33,0
2025-01-22,Oslo Vest,Hermetiske bønner,Tørrvarer,False,19,19,0
2025-01-23,Oslo Vest,Hermetiske bønner,Tørrvarer,False,27,27,0
2025-01-24,Oslo Vest,Hermetiske bønner,Tørrvarer,False,34,34,0
2025-01-25,Oslo Vest,Hermetiske bønner,Tørrvarer,False,33,33,0
2025-01-26,Oslo Vest,Hermetiske bønner,Tørrvarer,False,29,29,0
2025-01-27,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-01-28,Oslo Vest,Hermetiske bønner,Tørrvarer,False,29,29,0
2025-01-29,Oslo Vest,Hermetiske bønner,Tørrvarer,False,28,28,0
2025-01-30,Oslo Vest,Hermetiske bønner,Tørrvarer,False,36,36,0
2025-01-31,Oslo Vest,Hermetiske bønner,Tørrvarer,False,28,28,0
2025-02-01,Oslo Vest,Hermetiske bønner,Tørrvarer,False,36,36,0
2025-02-02,Oslo Vest,Hermetiske bønner,Tørrvarer,False,29,29,0
2025-02-03,Oslo Vest,Hermetiske bønner,Tørrvarer,False,26,26,0
2025-02-04,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-02-05,Oslo Vest,Hermetiske bønner,Tørrvarer,False,33,33,0
2025-02-06,Oslo Vest,Hermetiske bønner,Tørrvarer,False,29,29,0
2025-02-07,Oslo Vest,Hermetiske bønner,Tørrvarer,False,29,29,0
2025-02-08,Oslo Vest,Hermetiske bønner,Tørrvarer,False,38,38,0
2025-02-09,Oslo Vest,Hermetiske bønner,Tørrvarer,False,34,34,0
2025-02-10,Oslo Vest,Hermetiske bønner,Tørrvarer,False,27,27,0
2025-02-11,Oslo Vest,Hermetiske bønner,Tørrvarer,False,27,27,0
2025-02-12,Oslo Vest,Hermetiske bønner,Tørrvarer,False,34,34,0
2025-02-13,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-02-14,Oslo Vest,Hermetiske bønner,Tørrvarer,False,45,45,0
2025-02-15,Oslo Vest,Hermetiske bønner,Tørrvarer,False,40,40,0
2025-02-16,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-02-17,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-02-18,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-02-19,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-02-20,Oslo Vest,Hermetiske bønner,Tørrvarer,False,28,28,0
2025-02-21,Oslo Vest,Hermetiske bønner,Tørrvarer,False,30,30,0
2025-02-22,Oslo Vest,Hermetiske bønner,Tørrvarer,False,37,37,0
2025-02-23,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-02-24,Oslo Vest,Hermetiske bønner,Tørrvarer,False,31,31,0
2025-02-25,Oslo Vest,Hermetiske bønner,Tørrvarer,False,30,30,0
2025-02-26,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-02-27,Oslo Vest,Hermetiske bønner,Tørrvarer,False,28,28,0
2025-02-28,Oslo Vest,Hermetiske bønner,Tørrvarer,False,35,35,0
2025-03-01,Oslo Vest,Hermetiske bønner,Tørrvarer,False,42,42,0
2025-03-02,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-03-03,Oslo Vest,Hermetiske bønner,Tørrvarer,False,26,26,0
2025-03-04,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-03-05,Oslo Vest,Hermetiske bønner,Tørrvarer,False,27,27,0
2025-03-06,Oslo Vest,Hermetiske bønner,Tørrvarer,False,29,29,0
2025-03-07,Oslo Vest,Hermetiske bønner,Tørrvarer,False,31,31,0
2025-03-08,Oslo Vest,Hermetiske bønner,Tørrvarer,False,32,32,0
2025-03-09,Oslo Vest,Hermetiske bønner,Tørrvarer,False,30,30,0
2025-03-10,Oslo Vest,Hermetiske bønner,Tørrvarer,False,32,32,0
2025-03-11,Oslo Vest,Hermetiske bønner,Tørrvarer,False,28,28,0
2025-03-12,Oslo Vest,Hermetiske bønner,Tørrvarer,False,26,26,0
2025-03-13,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-03-14,Oslo Vest,Hermetiske bønner,Tørrvarer,False,37,37,0
2025-03-15,Oslo Vest,Hermetiske bønner,Tørrvarer,False,35,35,0
2025-03-16,Oslo Vest,Hermetiske bønner,Tørrvarer,False,19,19,0
2025-03-17,Oslo Vest,Hermetiske bønner,Tørrvarer,False,28,28,0
2025-03-18,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-03-19,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-03-20,Oslo Vest,Hermetiske bønner,Tørrvarer,False,19,19,0
2025-03-21,Oslo Vest,Hermetiske bønner,Tørrvarer,False,32,32,0
2025-03-22,Oslo Vest,Hermetiske bønner,Tørrvarer,False,28,28,0
2025-03-23,Oslo Vest,Hermetiske bønner,Tørrvarer,False,17,17,0
2025-03-24,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-03-25,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-03-26,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-03-27,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-03-28,Oslo Vest,Hermetiske bønner,Tørrvarer,False,42,42,0
2025-03-29,Oslo Vest,Hermetiske bønner,Tørrvarer,False,35,35,0
2025-03-30,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-03-31,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-04-01,Oslo Vest,Hermetiske bønner,Tørrvarer,False,30,30,0
2025-04-02,Oslo Vest,Hermetiske bønner,Tørrvarer,False,29,29,0
2025-04-03,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-04-04,Oslo Vest,Hermetiske bønner,Tørrvarer,False,28,28,0
2025-04-05,Oslo Vest,Hermetiske bønner,Tørrvarer,False,28,28,0
2025-04-06,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-04-07,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-04-08,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-04-09,Oslo Vest,Hermetiske bønner,Tørrvarer,False,27,27,0
2025-04-10,Oslo Vest,Hermetiske bønner,Tørrvarer,False,28,28,0
2025-04-11,Oslo Vest,Hermetiske bønner,Tørrvarer,False,30,30,0
2025-04-12,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-04-13,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-04-14,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-04-15,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-04-16,Oslo Vest,Hermetiske bønner,Tørrvarer,False,28,28,0
2025-04-17,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-04-18,Oslo Vest,Hermetiske bønner,Tørrvarer,False,34,34,0
2025-04-19,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-04-20,Oslo Vest,Hermetiske bønner,Tørrvarer,False,26,26,0
2025-04-21,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-04-22,Oslo Vest,Hermetiske bønner,Tørrvarer,False,29,29,0
2025-04-23,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-04-24,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-04-25,Oslo Vest,Hermetiske bønner,Tørrvarer,False,29,29,0
2025-04-26,Oslo Vest,Hermetiske bønner,Tørrvarer,False,30,30,0
2025-04-27,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-04-28,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-04-29,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-04-30,Oslo Vest,Hermetiske bønner,Tørrvarer,False,16,16,0
2025-05-01,Oslo Vest,Hermetiske bønner,Tørrvarer,False,27,27,0
2025-05-02,Oslo Vest,Hermetiske bønner,Tørrvarer,False,43,43,0
2025-05-03,Oslo Vest,Hermetiske bønner,Tørrvarer,False,31,31,0
2025-05-04,Oslo Vest,Hermetiske bønner,Tørrvarer,False,19,19,0
2025-05-05,Oslo Vest,Hermetiske bønner,Tørrvarer,False,19,19,0
2025-05-06,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-05-07,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-05-08,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-05-09,Oslo Vest,Hermetiske bønner,Tørrvarer,False,33,33,0
2025-05-10,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-05-11,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-05-12,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-05-13,Oslo Vest,Hermetiske bønner,Tørrvarer,False,19,19,0
2025-05-14,Oslo Vest,Hermetiske bønner,Tørrvarer,False,18,18,0
2025-05-15,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-05-16,Oslo Vest,Hermetiske bønner,Tørrvarer,False,35,35,0
2025-05-17,Oslo Vest,Hermetiske bønner,Tørrvarer,False,28,28,0
2025-05-18,Oslo Vest,Hermetiske bønner,Tørrvarer,False,19,19,0
2025-05-19,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-05-20,Oslo Vest,Hermetiske bønner,Tørrvarer,False,28,28,0
2025-05-21,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-05-22,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-05-23,Oslo Vest,Hermetiske bønner,Tørrvarer,False,34,34,0
2025-05-24,Oslo Vest,Hermetiske bønner,Tørrvarer,False,30,30,0
2025-05-25,Oslo Vest,Hermetiske bønner,Tørrvarer,False,19,19,0
2025-05-26,Oslo Vest,Hermetiske bønner,Tørrvarer,False,16,16,0
2025-05-27,Oslo Vest,Hermetiske bønner,Tørrvarer,False,19,19,0
2025-05-28,Oslo Vest,Hermetiske bønner,Tørrvarer,False,18,18,0
2025-05-29,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-05-30,Oslo Vest,Hermetiske bønner,Tørrvarer,False,31,31,0
2025-05-31,Oslo Vest,Hermetiske bønner,Tørrvarer,False,29,29,0
2025-06-01,Oslo Vest,Hermetiske bønner,Tørrvarer,False,17,17,0
2025-06-02,Oslo Vest,Hermetiske bønner,Tørrvarer,False,27,27,0
2025-06-03,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-06-04,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-06-05,Oslo Vest,Hermetiske bønner,Tørrvarer,False,21,21,0
2025-06-06,Oslo Vest,Hermetiske bønner,Tørrvarer,False,29,29,0
2025-06-07,Oslo Vest,Hermetiske bønner,Tørrvarer,False,30,30,0
2025-06-08,Oslo Vest,Hermetiske bønner,Tørrvarer,False,19,19,0
2025-06-09,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-06-10,Oslo Vest,Hermetiske bønner,Tørrvarer,False,16,16,0
2025-06-11,Oslo Vest,Hermetiske bønner,Tørrvarer,False,18,18,0
2025-06-12,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-06-13,Oslo Vest,Hermetiske bønner,Tørrvarer,False,30,30,0
2025-06-14,Oslo Vest,Hermetiske bønner,Tørrvarer,False,38,38,0
2025-06-15,Oslo Vest,Hermetiske bønner,Tørrvarer,False,21,21,0
2025-06-16,Oslo Vest,Hermetiske bønner,Tørrvarer,False,26,26,0
2025-06-17,Oslo Vest,Hermetiske bønner,Tørrvarer,False,15,15,0
2025-06-18,Oslo Vest,Hermetiske bønner,Tørrvarer,False,16,16,0
2025-06-19,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-06-20,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-06-21,Oslo Vest,Hermetiske bønner,Tørrvarer,False,26,26,0
2025-06-22,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-06-23,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-06-24,Oslo Vest,Hermetiske bønner,Tørrvarer,False,21,21,0
2025-06-25,Oslo Vest,Hermetiske bønner,Tørrvarer,False,19,19,0
2025-06-26,Oslo Vest,Hermetiske bønner,Tørrvarer,False,21,21,0
2025-06-27,Oslo Vest,Hermetiske bønner,Tørrvarer,False,29,29,0
2025-06-28,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-06-29,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-06-30,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-07-01,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-07-02,Oslo Vest,Hermetiske bønner,Tørrvarer,False,21,21,0
2025-07-03,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-07-04,Oslo Vest,Hermetiske bønner,Tørrvarer,False,29,29,0
2025-07-05,Oslo Vest,Hermetiske bønner,Tørrvarer,False,30,30,0
2025-07-06,Oslo Vest,Hermetiske bønner,Tørrvarer,False,17,17,0
2025-07-07,Oslo Vest,Hermetiske bønner,Tørrvarer,False,19,19,0
2025-07-08,Oslo Vest,Hermetiske bønner,Tørrvarer,False,19,19,0
2025-07-09,Oslo Vest,Hermetiske bønner,Tørrvarer,False,18,18,0
2025-07-10,Oslo Vest,Hermetiske bønner,Tørrvarer,False,15,15,0
2025-07-11,Oslo Vest,Hermetiske bønner,Tørrvarer,False,14,14,0
2025-07-12,Oslo Vest,Hermetiske bønner,Tørrvarer,False,31,31,0
2025-07-13,Oslo Vest,Hermetiske bønner,Tørrvarer,False,16,16,0
2025-07-14,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-07-15,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-07-16,Oslo Vest,Hermetiske bønner,Tørrvarer,False,19,19,0
2025-07-17,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-07-18,Oslo Vest,Hermetiske bønner,Tørrvarer,False,28,28,0
2025-07-19,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-07-20,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-07-21,Oslo Vest,Hermetiske bønner,Tørrvarer,False,17,17,0
2025-07-22,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-07-23,Oslo Vest,Hermetiske bønner,Tørrvarer,False,18,18,0
2025-07-24,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-07-25,Oslo Vest,Hermetiske bønner,Tørrvarer,False,26,26,0
2025-07-26,Oslo Vest,Hermetiske bønner,Tørrvarer,False,27,27,0
2025-07-27,Oslo Vest,Hermetiske bønner,Tørrvarer,False,26,26,0
2025-07-28,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-07-29,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-07-30,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-07-31,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-08-01,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-08-02,Oslo Vest,Hermetiske bønner,Tørrvarer,False,30,30,0
2025-08-03,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-08-04,Oslo Vest,Hermetiske bønner,Tørrvarer,False,11,11,0
2025-08-05,Oslo Vest,Hermetiske bønner,Tørrvarer,False,17,17,0
2025-08-06,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-08-07,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-08-08,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-08-09,Oslo Vest,Hermetiske bønner,Tørrvarer,False,28,28,0
2025-08-10,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-08-11,Oslo Vest,Hermetiske bønner,Tørrvarer,False,21,21,0
2025-08-12,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-08-13,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-08-14,Oslo Vest,Hermetiske bønner,Tørrvarer,False,21,21,0
2025-08-15,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-08-16,Oslo Vest,Hermetiske bønner,Tørrvarer,False,31,31,0
2025-08-17,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-08-18,Oslo Vest,Hermetiske bønner,Tørrvarer,False,17,17,0
2025-08-19,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-08-20,Oslo Vest,Hermetiske bønner,Tørrvarer,False,17,17,0
2025-08-21,Oslo Vest,Hermetiske bønner,Tørrvarer,False,18,18,0
2025-08-22,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-08-23,Oslo Vest,Hermetiske bønner,Tørrvarer,False,28,28,0
2025-08-24,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-08-25,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-08-26,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-08-27,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-08-28,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-08-29,Oslo Vest,Hermetiske bønner,Tørrvarer,False,16,16,0
2025-08-30,Oslo Vest,Hermetiske bønner,Tørrvarer,False,27,27,0
2025-08-31,Oslo Vest,Hermetiske bønner,Tørrvarer,False,26,26,0
2025-09-01,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-09-02,Oslo Vest,Hermetiske bønner,Tørrvarer,False,26,26,0
2025-09-03,Oslo Vest,Hermetiske bønner,Tørrvarer,False,15,15,0
2025-09-04,Oslo Vest,Hermetiske bønner,Tørrvarer,False,18,18,0
2025-09-05,Oslo Vest,Hermetiske bønner,Tørrvarer,False,30,30,0
2025-09-06,Oslo Vest,Hermetiske bønner,Tørrvarer,False,35,35,0
2025-09-07,Oslo Vest,Hermetiske bønner,Tørrvarer,False,18,18,0
2025-09-08,Oslo Vest,Hermetiske bønner,Tørrvarer,False,21,21,0
2025-09-09,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-09-10,Oslo Vest,Hermetiske bønner,Tørrvarer,False,17,17,0
2025-09-11,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-09-12,Oslo Vest,Hermetiske bønner,Tørrvarer,False,17,17,0
2025-09-13,Oslo Vest,Hermetiske bønner,Tørrvarer,False,31,31,0
2025-09-14,Oslo Vest,Hermetiske bønner,Tørrvarer,False,19,19,0
2025-09-15,Oslo Vest,Hermetiske bønner,Tørrvarer,False,21,21,0
2025-09-16,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-09-17,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-09-18,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-09-19,Oslo Vest,Hermetiske bønner,Tørrvarer,False,33,33,0
2025-09-20,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-09-21,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-09-22,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-09-23,Oslo Vest,Hermetiske bønner,Tørrvarer,False,26,26,0
2025-09-24,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-09-25,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-09-26,Oslo Vest,Hermetiske bønner,Tørrvarer,False,37,37,0
2025-09-27,Oslo Vest,Hermetiske bønner,Tørrvarer,False,35,35,0
2025-09-28,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-09-29,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-09-30,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-10-01,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-10-02,Oslo Vest,Hermetiske bønner,Tørrvarer,False,26,26,0
2025-10-03,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-10-04,Oslo Vest,Hermetiske bønner,Tørrvarer,False,39,39,0
2025-10-05,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-10-06,Oslo Vest,Hermetiske bønner,Tørrvarer,False,18,18,0
2025-10-07,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-10-08,Oslo Vest,Hermetiske bønner,Tørrvarer,False,16,16,0
2025-10-09,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-10-10,Oslo Vest,Hermetiske bønner,Tørrvarer,False,30,30,0
2025-10-11,Oslo Vest,Hermetiske bønner,Tørrvarer,False,38,38,0
2025-10-12,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-10-13,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-10-14,Oslo Vest,Hermetiske bønner,Tørrvarer,False,20,20,0
2025-10-15,Oslo Vest,Hermetiske bønner,Tørrvarer,False,21,21,0
2025-10-16,Oslo Vest,Hermetiske bønner,Tørrvarer,False,21,21,0
2025-10-17,Oslo Vest,Hermetiske bønner,Tørrvarer,False,28,28,0
2025-10-18,Oslo Vest,Hermetiske bønner,Tørrvarer,False,30,30,0
2025-10-19,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-10-20,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-10-21,Oslo Vest,Hermetiske bønner,Tørrvarer,False,22,22,0
2025-10-22,Oslo Vest,Hermetiske bønner,Tørrvarer,False,25,25,0
2025-10-23,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
2025-10-24,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-10-25,Oslo Vest,Hermetiske bønner,Tørrvarer,False,32,32,0
2025-10-26,Oslo Vest,Hermetiske bønner,Tørrvarer,False,24,24,0
2025-10-27,Oslo Vest,Hermetiske bønner,Tørrvarer,False,19,19,0
2025-10-28,Oslo Vest,Hermetiske bønner,Tørrvarer,False,23,23,0
