Store,StoreType,Assortment,CompetitionDistance,Total_Sales,Avg_Daily_Sales,Avg_Customers,Days_With_Promo,N_Days
498,a,a,990.0,4351844,6997.0,885.0,274,622
499,c,c,450.0,4006203,5156.0,738.0,348,777
500,d,c,10690.0,3330211,5354.0,396.0,274,622
501,a,c,1620.0,3345228,5378.0,588.0,274,622
502,a,a,220.0,8377408,10824.0,1520.0,350,774
503,d,c,13080.0,5224595,6698.0,471.0,351,780
504,c,c,820.0,5231756,6673.0,953.0,353,784
505,a,a,350.0,3711170,4776.0,595.0,348,777
506,a,a,1850.0,5905867,7581.0,842.0,350,779
507,a,c,9070.0,6587045,8456.0,664.0,350,779
508,a,c,1280.0,5251735,6768.0,663.0,348,776
509,a,a,4740.0,4783674,6125.0,518.0,350,781
510,a,c,8260.0,6385260,8197.0,842.0,350,779
511,a,a,2060.0,4439259,5662.0,811.0,353,784
512,b,b,590.0,4105679,5511.0,1288.0,281,745
513,a,a,400.0,14252406,18179.0,2096.0,353,784
514,c,c,1200.0,3580238,5756.0,604.0,274,622
515,d,c,11260.0,7056301,9058.0,738.0,350,779
516,a,c,20.0,4579807,5879.0,761.0,350,779
517,a,c,22490.0,4525491,5962.0,651.0,341,759
518,d,c,3330.0,3653972,5865.0,504.0,275,623
519,c,c,2510.0,4160155,5306.0,559.0,353,784
520,a,c,6900.0,3033870,3870.0,413.0,353,784
521,d,a,18610.0,4036010,5181.0,426.0,350,779
522,d,c,7160.0,5122860,8223.0,633.0,275,623
523,c,c,50.0,12175995,15531.0,1783.0,353,784
524,a,c,40860.0,6793232,7711.0,819.0,354,881
525,d,c,1870.0,8012460,10233.0,876.0,353,783
526,a,a,120.0,8312841,10630.0,1457.0,353,782
527,d,c,5830.0,8383796,10735.0,1000.0,351,781
528,a,c,20620.0,8338762,10704.0,955.0,350,779
529,d,c,12920.0,6133846,7824.0,761.0,353,784
530,a,c,18160.0,4198697,4634.0,751.0,354,906
531,a,c,4030.0,3843117,4902.0,601.0,353,784
532,a,c,1070.0,8487100,10895.0,1279.0,350,779
533,a,c,5950.0,7505547,9660.0,902.0,348,777
534,d,a,1200.0,4684684,7520.0,569.0,275,623
535,a,a,3570.0,6322186,8116.0,923.0,350,779
536,a,c,4700.0,6484095,8324.0,883.0,350,779
537,a,a,600.0,4335799,5580.0,604.0,348,777
538,a,a,990.0,3025475,3859.0,568.0,353,784
539,a,a,770.0,7035419,11311.0,1142.0,274,622
540,d,c,810.0,3513672,5649.0,391.0,274,622
541,a,c,650.0,5235513,6721.0,857.0,350,779
542,a,a,7280.0,3885411,6247.0,532.0,274,622
543,c,a,1080.0,2179287,2790.0,240.0,350,781
544,a,a,250.0,10993709,14094.0,1845.0,352,780
545,a,c,5020.0,8284865,10635.0,1027.0,350,779
546,a,a,580.0,10726323,13682.0,1621.0,353,784
547,d,c,8990.0,3578049,5752.0,442.0,274,622
548,d,c,3760.0,3896082,5073.0,401.0,344,768
549,a,c,2330.0,3639890,4643.0,548.0,353,784
550,d,c,50.0,4665403,5974.0,497.0,350,781
551,a,c,2190.0,5142553,6559.0,988.0,353,784
552,a,a,4260.0,6030778,7722.0,690.0,350,781
553,c,a,3040.0,5468991,7039.0,639.0,348,777
554,c,c,1200.0,3513115,4481.0,546.0,353,784
555,d,a,1560.0,3223315,5174.0,479.0,274,623
556,d,c,1140.0,5620964,7179.0,831.0,353,783
557,a,a,250.0,3410036,4383.0,676.0,350,778
558,a,a,3000.0,2541355,3242.0,453.0,353,784
559,d,a,3910.0,4588710,5883.0,750.0,351,780
560,c,c,1910.0,10168806,13613.0,1640.0,338,747
561,d,a,14300.0,5385871,6914.0,683.0,350,779
562,b,c,1210.0,16927322,17970.0,3105.0,360,942
563,a,a,700.0,4278470,5513.0,703.0,348,776
564,d,c,6540.0,4306402,5528.0,489.0,350,779
565,a,c,160.0,5169769,6636.0,792.0,350,779
566,a,a,3620.0,3845237,4905.0,545.0,353,784
567,c,a,1010.0,4083132,5242.0,671.0,350,779
568,d,c,4270.0,3809325,4877.0,414.0,350,781
569,a,a,1340.0,3543332,4520.0,653.0,353,784
570,a,a,180.0,3533080,4535.0,662.0,350,779
571,d,a,2110.0,4815991,7743.0,576.0,274,622
572,d,c,9230.0,5345670,6889.0,572.0,348,776
573,a,a,1190.0,2472309,3975.0,335.0,274,622
574,d,a,4400.0,6913915,8898.0,667.0,348,777
575,a,a,960.0,3343994,5368.0,493.0,275,623
576,c,a,50.0,5474294,6983.0,965.0,353,784
577,a,c,2270.0,3883479,4953.0,583.0,353,784
578,d,a,12700.0,7356117,8164.0,774.0,354,901
579,c,a,20970.0,6461297,8294.0,911.0,350,779
580,a,c,170.0,7994967,10198.0,1603.0,353,784
581,a,a,7250.0,4154967,5334.0,588.0,350,779
582,a,a,120.0,5492051,7023.0,863.0,350,782
583,a,a,2640.0,3363288,4312.0,449.0,351,780
584,d,a,1360.0,3697954,4735.0,433.0,350,781
585,d,c,440.0,4449323,5675.0,863.0,353,784
586,a,c,250.0,11742401,15132.0,2361.0,348,776
587,d,c,330.0,6020227,9663.0,686.0,274,623
588,d,c,15720.0,4825215,6155.0,661.0,353,784
589,a,c,360.0,3537175,4679.0,495.0,338,756
590,d,c,4520.0,3872700,4984.0,392.0,348,777
591,a,c,3340.0,4429448,5701.0,499.0,348,777
592,a,a,2540.0,3465390,4449.0,570.0,350,779
593,a,c,33060.0,7454238,9508.0,1232.0,353,784
594,a,a,1790.0,3258199,4156.0,457.0,353,784
595,c,c,1130.0,11774982,15019.0,1763.0,353,784
596,c,a,290.0,3532562,4506.0,698.0,353,784
597,a,a,150.0,3957495,5080.0,728.0,350,779
598,c,a,550.0,3665006,5892.0,729.0,274,622
599,d,c,580.0,7659466,9770.0,876.0,353,784
600,d,c,17340.0,5485348,6997.0,619.0,353,784
601,d,a,8220.0,3807976,4876.0,394.0,350,781
602,a,a,2710.0,4920431,6300.0,614.0,350,781
603,a,a,340.0,5297052,6933.0,946.0,342,764
604,d,a,10950.0,4953601,7964.0,592.0,274,622
605,d,a,10310.0,5466800,7027.0,509.0,348,778
606,a,a,2260.0,4577941,5839.0,621.0,353,784
607,a,a,350.0,3051294,3902.0,414.0,353,782
608,a,c,18370.0,7275038,9327.0,943.0,351,780
609,a,a,2070.0,3636230,4638.0,505.0,353,784
610,a,a,660.0,3269954,4198.0,520.0,350,779
611,a,a,8080.0,3602813,5792.0,491.0,274,622
612,d,c,2490.0,4246423,6816.0,424.0,275,623
613,c,a,250.0,5261587,6728.0,1001.0,353,782
614,a,a,1160.0,5140680,6591.0,941.0,352,780
615,d,a,730.0,7585401,9712.0,1240.0,350,781
616,a,c,3040.0,6611772,8488.0,830.0,350,779
617,a,c,8940.0,4960149,6359.0,575.0,352,780
618,d,c,9910.0,5334682,6831.0,506.0,350,781
619,a,a,1600.0,2676841,4304.0,429.0,274,622
620,d,c,5440.0,4835283,7774.0,709.0,274,622
621,a,a,30.0,4608739,5916.0,806.0,350,779
622,a,c,2325.0,3385282,4318.0,430.0,353,784
623,a,a,4080.0,5473895,7146.0,834.0,345,766
624,a,c,6920.0,5467853,7019.0,683.0,350,779
625,a,a,1170.0,4907852,6300.0,617.0,350,779
626,c,c,10740.0,7318373,9383.0,830.0,352,780
627,c,c,3970.0,4679168,5991.0,616.0,350,781
628,a,c,2180.0,4885169,6231.0,763.0,353,784
629,d,a,510.0,4760004,7653.0,679.0,274,622
630,a,a,1690.0,5403029,6936.0,794.0,350,779
631,d,c,2870.0,4233841,5400.0,638.0,353,784
632,a,a,3350.0,5510559,7029.0,904.0,353,784
633,d,a,11640.0,4482889,7207.0,550.0,274,622
634,d,a,18610.0,5236366,6713.0,651.0,352,780
635,a,a,27530.0,4609211,5909.0,597.0,351,780
636,c,a,720.0,3692957,5928.0,715.0,275,623
637,d,c,9790.0,5415918,8707.0,693.0,274,622
638,d,a,10170.0,3713936,6010.0,508.0,271,618
639,a,a,7780.0,3688329,4735.0,486.0,350,779
640,d,c,8040.0,8984969,11534.0,880.0,350,779
641,a,c,610.0,4490386,5764.0,538.0,350,779
642,c,c,530.0,2845461,3653.0,480.0,350,779
643,a,a,230.0,6267634,7994.0,1020.0,353,784
644,c,a,4030.0,5537010,9353.0,1030.0,263,592
645,a,a,90.0,8337410,10730.0,1327.0,348,777
646,a,a,620.0,3126126,5026.0,706.0,274,622
647,a,c,7420.0,4527267,5775.0,677.0,353,784
648,d,a,2130.0,5154013,6574.0,610.0,353,784
649,a,a,14570.0,2873358,3684.0,387.0,351,780
650,a,a,1420.0,3975207,6391.0,664.0,274,622
651,a,a,200.0,5932759,7616.0,948.0,350,779
652,a,a,20390.0,5190629,6638.0,681.0,353,782
653,d,c,7520.0,4608178,5916.0,500.0,350,779
654,c,a,6930.0,5050619,6475.0,684.0,352,780
655,d,c,960.0,6256703,8032.0,687.0,350,779
656,d,a,410.0,2534495,3245.0,379.0,350,781
657,c,c,80.0,4698459,6055.0,766.0,348,776
658,d,c,520.0,4719829,6059.0,599.0,350,779
659,d,a,1590.0,4407938,5644.0,685.0,350,781
660,a,a,1200.0,2871525,4617.0,497.0,274,622
661,d,c,2140.0,5503903,7167.0,590.0,344,768
662,d,a,1070.0,6616587,8440.0,771.0,353,784
663,a,c,7860.0,3623173,4793.0,654.0,341,756
664,d,c,1680.0,3858158,4946.0,602.0,351,780
665,a,a,90.0,6360621,8228.0,1262.0,349,773
666,c,c,2700.0,5451906,7017.0,655.0,348,777
667,d,c,2870.0,6879831,8787.0,793.0,353,783
668,c,a,1270.0,7009629,8941.0,1157.0,353,784
669,d,a,17080.0,2807854,4514.0,394.0,274,622
670,a,a,2060.0,4092358,6590.0,701.0,274,621
671,a,c,2070.0,3691881,5936.0,594.0,274,622
672,c,a,240.0,6892942,8837.0,1389.0,352,780
673,d,c,15170.0,5536916,7126.0,583.0,348,777
674,a,a,2640.0,6112239,8204.0,1015.0,335,745
675,a,a,2100.0,3341266,4278.0,448.0,352,781
676,b,b,1410.0,7057092,7687.0,1688.0,347,918
677,d,a,1740.0,4938047,7939.0,638.0,274,622
678,c,a,3250.0,5686651,7300.0,825.0,350,779
679,a,a,4140.0,7796037,9944.0,1061.0,353,784
680,c,a,170.0,4080960,5205.0,791.0,353,784
681,a,c,620.0,2731676,3566.0,490.0,343,766
682,b,a,150.0,10557379,11207.0,1759.0,360,942
683,a,a,2850.0,7171315,9147.0,878.0,353,784
684,d,c,680.0,4802690,7721.0,619.0,274,622
685,a,a,650.0,5165199,6631.0,612.0,350,779
686,a,a,20050.0,4875320,6250.0,754.0,352,780
687,d,c,2770.0,6522150,8372.0,734.0,350,779
688,a,a,18760.0,2820350,3616.0,364.0,351,780
689,d,a,15040.0,5503014,7046.0,713.0,350,781
690,a,a,100.0,4354600,5590.0,792.0,350,779
691,d,c,3030.0,6521018,8371.0,621.0,350,779
692,a,a,40.0,5132377,6588.0,797.0,350,779
693,d,a,450.0,5160800,6608.0,495.0,350,781
694,a,c,460.0,5005559,8048.0,776.0,274,622
695,a,a,550.0,4201243,5393.0,514.0,350,779
696,a,c,430.0,6154509,7850.0,996.0,353,784
697,d,a,3780.0,8301159,10656.0,1005.0,350,779
698,a,a,1790.0,12202270,15564.0,1937.0,353,784
699,a,a,180.0,6373219,8331.0,979.0,341,765
700,a,c,830.0,3297857,4362.0,528.0,337,756
701,d,a,1450.0,3594522,5779.0,630.0,274,622
702,a,a,8550.0,2720610,4374.0,347.0,274,622
703,a,a,80.0,2563326,3291.0,353.0,350,779
704,d,c,1910.0,8138397,10394.0,1078.0,352,783
705,a,a,4140.0,6206501,7967.0,959.0,350,779
706,d,a,7830.0,3572311,5743.0,524.0,274,622
707,a,c,2900.0,6481071,8320.0,914.0,350,779
708,c,c,11470.0,3145529,4579.0,474.0,310,687
709,a,a,500.0,7751342,9887.0,1298.0,353,784
710,d,a,1500.0,2828018,4547.0,373.0,274,622
711,d,a,17110.0,4307666,6914.0,511.0,275,623
712,a,a,4870.0,3994137,6421.0,575.0,274,622
713,a,c,220.0,8349365,10718.0,1314.0,350,779
714,d,c,12070.0,3538417,4554.0,331.0,348,777
715,a,a,14810.0,5037090,6491.0,675.0,348,776
716,d,a,3200.0,3556025,5717.0,454.0,274,622
717,d,c,310.0,4325705,5553.0,559.0,350,779
718,a,a,1100.0,6178736,7911.0,855.0,350,781
719,c,c,8190.0,3348602,5384.0,457.0,274,622
720,a,c,15320.0,5618245,7166.0,717.0,353,784
721,a,c,3590.0,6015956,7673.0,756.0,353,784
722,a,a,50.0,7711931,9837.0,1583.0,353,784
723,d,c,5650.0,5492073,7032.0,567.0,350,781
724,d,c,5900.0,5307253,6813.0,699.0,350,779
725,d,c,17540.0,4505981,5747.0,595.0,353,784
726,a,c,40540.0,8617965,11049.0,1065.0,352,780
727,a,a,2050.0,3537376,4529.0,453.0,350,781
728,d,a,13990.0,4075915,5246.0,458.0,348,777
729,c,c,8980.0,8217604,10549.0,1082.0,350,779
730,c,a,1190.0,6315412,8055.0,984.0,353,784
731,a,a,15270.0,7177402,9249.0,951.0,348,776
732,a,c,35280.0,5135916,5816.0,661.0,354,883
733,b,b,860.0,14067158,14933.0,3403.0,360,942
734,a,a,220.0,4658828,5981.0,566.0,350,779
735,d,c,1920.0,4304462,5519.0,544.0,351,780
736,c,c,1650.0,3261815,5244.0,509.0,274,622
737,a,a,100.0,4765845,6118.0,898.0,350,779
738,d,c,5980.0,6628200,8509.0,702.0,350,779
739,d,c,2770.0,5944868,9558.0,765.0,274,622
740,d,a,6400.0,5449956,6978.0,509.0,350,781
741,d,c,11900.0,5973663,7619.0,920.0,353,784
742,d,c,4380.0,6252167,8026.0,873.0,350,779
743,a,a,6710.0,2976940,3817.0,418.0,352,780
744,a,a,1370.0,4511526,7457.0,835.0,265,605
745,a,a,17650.0,5849281,7499.0,710.0,352,780
746,d,c,4330.0,4716888,6040.0,509.0,350,781
747,c,c,45740.0,6261174,8027.0,701.0,351,780
748,d,a,2380.0,4469650,5738.0,488.0,350,779
749,a,a,3410.0,4042901,5190.0,636.0,350,779
750,d,a,8670.0,3108353,4997.0,403.0,274,622
751,a,a,650.0,3284432,4216.0,574.0,350,779
752,a,a,970.0,4091043,5252.0,459.0,350,779
753,d,c,540.0,6785308,8710.0,764.0,350,779
754,c,c,380.0,6324001,8087.0,966.0,353,782
755,d,c,13130.0,8187392,10483.0,895.0,352,781
756,a,c,50.0,12911782,16575.0,2347.0,350,779
757,a,c,3450.0,4832775,6220.0,536.0,348,777
758,a,c,19780.0,3768116,4868.0,637.0,346,774
759,a,a,110.0,5460897,7010.0,774.0,350,779
760,a,a,560.0,5935009,7638.0,1227.0,349,777
761,a,a,2390.0,6843911,8729.0,995.0,353,784
762,d,c,1280.0,2965697,3892.0,390.0,343,762
763,d,c,32240.0,4802197,6125.0,586.0,353,784
764,a,c,26490.0,2714404,3539.0,396.0,344,767
765,a,c,25430.0,6609836,8507.0,711.0,348,777
766,d,c,9820.0,3809093,6124.0,530.0,274,622
767,a,c,13080.0,4722348,6023.0,615.0,353,784
768,a,c,2630.0,10185601,12992.0,1345.0,353,784
769,b,b,840.0,10198000,10826.0,3081.0,360,942
770,a,c,100.0,5046197,6478.0,733.0,350,779
771,a,a,20640.0,4181091,6722.0,689.0,274,622
772,d,c,1850.0,2804862,3582.0,488.0,352,783
773,a,a,200.0,4464281,5716.0,792.0,350,781
774,a,c,640.0,4307095,5494.0,713.0,353,784
775,d,c,6970.0,5405733,8691.0,621.0,274,622
776,c,a,700.0,3728530,4805.0,535.0,348,776
777,d,c,8250.0,3109262,3991.0,351.0,349,779
778,a,a,340.0,3670582,5901.0,800.0,274,622
779,a,a,16990.0,5560247,7129.0,700.0,352,780
780,a,a,18160.0,5106807,6547.0,789.0,352,780
781,a,a,630.0,3839505,4922.0,673.0,351,780
782,c,c,5390.0,4275775,5489.0,513.0,350,779
783,d,c,15490.0,5364665,6860.0,679.0,353,782
784,a,a,560.0,6038270,7751.0,825.0,350,779
785,d,c,970.0,5072473,6512.0,561.0,350,779
786,a,a,290.0,2779666,3564.0,553.0,351,780
787,c,c,3210.0,7977175,10227.0,1142.0,352,780
788,a,c,1530.0,14082141,17962.0,1718.0,353,784
789,a,c,9770.0,2626269,3380.0,469.0,348,777
790,d,c,9070.0,5820810,7453.0,682.0,350,781
791,a,a,5950.0,5973977,7669.0,810.0,350,779
792,d,a,17280.0,5756322,7389.0,692.0,350,779
793,d,a,2710.0,3764223,4832.0,458.0,350,779
794,c,c,5090.0,2405374,3084.0,522.0,352,780
795,d,a,510.0,3547312,4554.0,467.0,350,779
796,a,c,7180.0,5643678,7245.0,668.0,350,779
797,a,a,2090.0,2617520,4208.0,414.0,274,622
798,a,a,9560.0,5825254,7468.0,901.0,352,780
799,a,c,2700.0,7708195,9895.0,899.0,350,779
800,d,a,2020.0,4157860,5337.0,499.0,350,779
801,d,a,48330.0,3798660,4845.0,474.0,353,784
802,a,c,910.0,5363403,6841.0,523.0,353,784
803,d,a,1760.0,4650665,6048.0,492.0,345,769
804,c,c,2100.0,3061600,4922.0,440.0,274,622
805,d,a,24770.0,3784390,6084.0,572.0,274,622
806,d,a,260.0,4234755,6808.0,525.0,274,622
807,a,a,3870.0,7669453,9820.0,982.0,350,781
808,a,a,18620.0,5687084,7291.0,601.0,352,780
809,a,a,12770.0,7317626,9394.0,802.0,350,779
810,d,c,9640.0,4619798,5930.0,489.0,350,779
811,a,a,410.0,3239518,4132.0,683.0,353,784
812,d,a,2590.0,4966087,6367.0,776.0,352,780
813,a,a,1560.0,4514925,5811.0,650.0,348,777
814,d,c,24530.0,6628829,8477.0,695.0,353,782
815,a,a,590.0,5222211,8396.0,815.0,274,622
816,c,c,460.0,3998667,5133.0,743.0,350,779
817,a,a,140.0,17057867,21757.0,3131.0,353,784
818,d,a,490.0,4772357,6111.0,635.0,350,781
819,a,c,720.0,4775423,6091.0,540.0,353,784
820,a,c,1650.0,7517399,12086.0,1090.0,274,622
821,a,a,1700.0,5438993,6937.0,851.0,353,784
822,a,c,410.0,6066329,7738.0,637.0,353,784
823,a,c,16210.0,4549069,5802.0,570.0,353,784
824,a,a,17570.0,5358101,6834.0,863.0,353,784
825,a,a,380.0,2838137,4563.0,537.0,274,622
826,a,c,7980.0,6859209,8839.0,771.0,348,776
827,a,c,250.0,10000214,12772.0,1663.0,353,783
828,d,c,3290.0,4055958,5200.0,587.0,351,780
829,c,a,110.0,4624043,5921.0,791.0,350,781
830,a,c,6320.0,4816406,6175.0,526.0,352,780
831,a,a,800.0,9884733,12689.0,1577.0,350,779
832,d,a,5070.0,5115779,6550.0,554.0,350,781
833,d,c,3290.0,4293342,5511.0,506.0,350,779
834,a,a,3470.0,4600937,5869.0,639.0,353,784
835,a,a,2890.0,3979293,5188.0,659.0,345,767
836,a,a,2720.0,4606682,5906.0,711.0,352,780
837,a,c,14600.0,2608765,3474.0,460.0,336,751
838,d,c,6890.0,6246047,7987.0,818.0,353,782
839,c,a,240.0,4019692,5127.0,647.0,353,784
840,a,a,1070.0,5738112,7319.0,1056.0,353,784
841,a,a,27650.0,2318635,2973.0,412.0,352,780
842,d,c,1200.0,11553523,18575.0,1149.0,274,622
843,c,a,60.0,7423466,9469.0,1116.0,353,784
844,a,a,2030.0,3255217,4179.0,454.0,350,779
845,d,a,7860.0,3746964,4829.0,358.0,348,776
846,a,c,8860.0,7185993,9225.0,865.0,350,779
847,c,c,190.0,5518727,7112.0,1011.0,348,776
848,a,c,370.0,5059150,6631.0,753.0,341,763
849,c,c,5000.0,6393691,8155.0,889.0,353,784
850,d,a,1120.0,4787781,6202.0,653.0,350,772
851,d,c,2330.0,3392054,5453.0,470.0,274,622
852,c,a,940.0,3597687,4607.0,584.0,350,781
853,a,a,14040.0,7181892,9243.0,1020.0,348,777
854,c,a,4770.0,5130172,6577.0,681.0,352,780
855,a,a,3440.0,4477596,5763.0,614.0,348,777
856,a,a,3020.0,5599626,7142.0,958.0,353,784
857,c,a,6270.0,5815578,7446.0,923.0,350,781
858,a,a,3370.0,2957986,4756.0,418.0,274,622
859,c,a,21770.0,4667332,7504.0,726.0,274,622
860,c,c,5980.0,4521003,5781.0,732.0,351,782
861,c,c,740.0,2674267,3500.0,510.0,343,764
862,a,c,2840.0,6715065,8565.0,1118.0,353,784
863,a,c,21370.0,6836861,7708.0,919.0,354,887
864,a,a,1020.0,3316575,4268.0,588.0,348,777
865,d,c,2640.0,5894369,7567.0,637.0,350,779
866,d,a,9680.0,5368119,6873.0,486.0,350,781
867,d,c,21810.0,3809715,4329.0,410.0,354,880
868,d,c,1360.0,7480652,9578.0,652.0,350,781
869,c,a,230.0,4659180,5973.0,870.0,352,780
870,a,a,780.0,5349346,6929.0,869.0,348,772
871,d,c,10620.0,4889449,6260.0,480.0,350,781
872,a,c,3860.0,6649861,8536.0,822.0,350,779
873,a,a,2040.0,2990009,3833.0,456.0,352,780
874,a,a,3210.0,3593615,4584.0,510.0,353,784
875,d,a,5070.0,3943035,5062.0,470.0,350,779
876,a,a,21790.0,7069345,9229.0,1017.0,344,766
877,a,c,29190.0,5103191,6332.0,873.0,353,806
878,d,c,1100.0,6801666,8720.0,796.0,351,780
879,d,a,2325.0,2340576,3763.0,347.0,274,622
880,a,c,4570.0,5832985,7507.0,790.0,348,777
881,a,a,180.0,3274150,4203.0,620.0,350,779
882,a,a,30.0,5081054,6616.0,843.0,345,768
883,a,a,3200.0,3714779,4769.0,503.0,350,779
884,d,c,7550.0,3443958,5537.0,530.0,274,622
885,a,a,480.0,4235932,5459.0,729.0,348,776
886,a,c,12430.0,5018882,6443.0,609.0,350,779
887,d,a,19700.0,5317050,6896.0,578.0,345,771
888,d,a,4450.0,6271013,7999.0,743.0,353,784
889,d,a,18670.0,3232661,4144.0,453.0,351,780
890,a,a,4450.0,3563801,5730.0,445.0,274,622
891,a,c,350.0,6189692,7976.0,1097.0,348,776
892,a,a,19370.0,5927347,7599.0,780.0,352,780
893,a,a,130.0,3978679,6397.0,828.0,274,622
894,a,a,190.0,6529198,8468.0,1035.0,349,771
895,a,c,4150.0,7248912,9329.0,882.0,348,777
896,a,c,170.0,5439130,6938.0,1088.0,353,784
897,c,c,3290.0,2717511,3493.0,346.0,350,778
898,a,a,18540.0,5173270,6615.0,711.0,353,782
899,d,a,2590.0,4109286,5268.0,563.0,352,780
900,a,a,3920.0,3635287,5845.0,549.0,274,622
901,a,c,3170.0,5669137,7231.0,639.0,353,784
902,a,a,310.0,3039385,4886.0,629.0,274,622
903,d,c,7290.0,7300878,11738.0,818.0,274,622
904,d,c,570.0,3742423,6017.0,514.0,274,622
905,a,a,90.0,6645066,8530.0,1267.0,350,779
906,a,a,90.0,8535775,10929.0,1271.0,350,781
907,a,c,250.0,4884914,6271.0,829.0,350,779
908,a,a,1980.0,3307400,4235.0,363.0,350,781
909,a,c,1680.0,6512493,10729.0,1020.0,267,607
910,d,c,12480.0,4452869,5709.0,574.0,351,780
911,a,c,16490.0,7749768,9885.0,909.0,353,784
912,c,c,3100.0,4520528,5766.0,759.0,353,784
913,a,a,280.0,6900317,8892.0,1162.0,348,776
914,c,c,2640.0,7453259,9507.0,1133.0,353,784
915,d,c,650.0,3942303,6338.0,514.0,274,622
916,a,a,90.0,4176608,5382.0,705.0,348,776
917,a,a,7240.0,5221594,6703.0,741.0,350,779
918,a,c,18710.0,4046072,5187.0,553.0,352,780
919,a,a,2620.0,3438093,5536.0,677.0,274,621
920,a,a,850.0,3585330,5764.0,582.0,274,622
921,a,a,840.0,7389638,9474.0,1095.0,352,780
922,d,a,2110.0,5739531,7406.0,713.0,350,775
923,a,a,280.0,4167230,5315.0,640.0,353,784
924,a,a,6420.0,3702496,4753.0,450.0,350,779
925,c,a,470.0,5147464,6702.0,1200.0,344,768
926,d,c,5150.0,5655998,7261.0,543.0,350,779
927,a,a,480.0,5059388,6562.0,873.0,348,771
928,d,c,1090.0,6243438,8015.0,693.0,350,779
929,a,c,4820.0,4559231,5815.0,711.0,353,784
930,a,a,70.0,5569973,7150.0,1171.0,350,779
931,a,c,1480.0,3140234,3589.0,442.0,354,875
932,a,a,15700.0,4607215,7395.0,731.0,275,623
933,a,c,6270.0,5718554,7331.0,905.0,352,780
934,a,c,5460.0,5268860,6764.0,680.0,350,779
935,a,c,22350.0,4430153,5651.0,600.0,353,784
936,a,a,580.0,5496846,7056.0,891.0,350,779
937,d,a,2810.0,5648895,7233.0,585.0,350,781
938,a,a,2820.0,7375962,9408.0,964.0,353,784
939,d,a,1340.0,4656745,5978.0,577.0,350,779
940,d,c,6470.0,5657022,7253.0,743.0,352,780
941,a,a,1200.0,3129057,5031.0,554.0,274,622
942,d,c,6860.0,4731583,6058.0,470.0,350,781
943,d,c,18020.0,5428994,6969.0,606.0,350,779
944,c,a,1670.0,6217518,7931.0,1230.0,353,784
945,a,c,12480.0,3429965,4375.0,531.0,353,784
946,a,a,2220.0,3274470,4203.0,533.0,350,779
947,a,a,460.0,6470539,8392.0,1140.0,348,771
948,b,b,1430.0,6437314,6944.0,1714.0,354,927
949,a,a,870.0,4194405,5350.0,497.0,353,784
950,a,a,8460.0,4450296,5742.0,562.0,348,775
951,d,c,710.0,6058267,7777.0,719.0,350,779
952,d,c,6300.0,4085326,6568.0,530.0,274,622
953,a,a,19830.0,4162942,5323.0,543.0,353,782
954,a,a,390.0,5426552,6966.0,905.0,350,779
955,d,c,1690.0,3676529,4720.0,457.0,350,779
956,a,a,2330.0,2992188,3856.0,496.0,348,776
957,d,c,1420.0,6192726,7899.0,851.0,353,784
958,a,a,440.0,3327635,4244.0,563.0,353,784
959,a,c,1060.0,5528325,7051.0,745.0,353,784
960,d,a,8990.0,5251132,6724.0,553.0,350,781
961,d,c,9430.0,5080588,6522.0,689.0,350,779
962,c,a,260.0,5125011,6691.0,909.0,345,766
963,a,c,23620.0,8385406,10764.0,1016.0,351,779
964,a,a,270.0,7534699,9760.0,1395.0,348,772
965,a,c,110.0,6626600,8485.0,905.0,350,781
966,a,a,760.0,3753283,4818.0,610.0,350,779
967,a,c,3560.0,6731473,8641.0,923.0,350,779
968,c,a,1190.0,5609742,7192.0,876.0,352,780
969,a,c,600.0,2645117,3503.0,599.0,339,755
970,a,a,910.0,2573975,3296.0,400.0,350,781
971,c,a,1140.0,6392792,8281.0,987.0,348,772
972,a,a,14960.0,2402627,3423.0,388.0,319,702
973,d,c,330.0,5017528,6441.0,790.0,350,779
974,a,a,150.0,7178474,11541.0,1561.0,274,622
975,a,c,9630.0,6010559,7716.0,744.0,350,779
976,a,a,4180.0,5433498,6975.0,718.0,350,779
977,a,a,520.0,2974291,4774.0,511.0,275,623
978,c,c,3890.0,5626588,7214.0,972.0,352,780
979,a,c,2270.0,4898808,6264.0,636.0,353,782
980,a,a,4420.0,5468281,7020.0,555.0,350,779
981,d,c,2620.0,5700952,7309.0,754.0,351,780
982,d,a,21930.0,6285458,8058.0,692.0,352,780
983,a,a,40.0,7941077,10286.0,1384.0,350,772
984,c,a,440.0,4708162,6067.0,740.0,348,776
985,c,c,490.0,6516900,8387.0,775.0,348,777
986,a,a,620.0,4802035,6228.0,829.0,348,771
987,c,a,1690.0,5368327,6847.0,867.0,353,784
988,a,a,30.0,3683288,4698.0,723.0,353,784
989,a,a,1640.0,3260812,5242.0,574.0,274,622
990,d,a,20930.0,4999125,6409.0,573.0,352,780
991,a,a,1010.0,4484520,5757.0,537.0,350,779
992,a,a,2480.0,4452757,5716.0,701.0,350,779
993,d,c,3460.0,5942063,7618.0,753.0,352,780
994,a,a,2290.0,3536283,4540.0,442.0,350,779
995,d,a,6560.0,7226190,9264.0,788.0,352,780
996,c,a,2870.0,4993206,6510.0,697.0,347,767
997,d,c,5840.0,4028334,5158.0,412.0,350,781
